task,family,width,d,seed,split,cell,accuracy,source
joint,gdn_current,64,4,3,validation,c8-k16,57.130078125,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-gdn_current-d4-w64-s3/result.json
joint,gdn_current,64,4,3,validation,c16-k16,40.8015625,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-gdn_current-d4-w64-s3/result.json
joint,gdn_current,64,4,3,validation,c32-k16,27.317578125000004,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-gdn_current-d4-w64-s3/result.json
joint,gdn_current,64,4,3,test,macro,63.90205078125,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-gdn_current-d4-w64-s3/result.json
joint,gdn_current,64,4,3,test,c1-k4,99.90625,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-gdn_current-d4-w64-s3/result.json
joint,gdn_current,64,4,3,test,c2-k8,94.1515625,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-gdn_current-d4-w64-s3/result.json
joint,gdn_current,64,4,3,test,c8-k16,57.156445312500004,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-gdn_current-d4-w64-s3/result.json
joint,gdn_current,64,4,3,test,c16-k16,40.92158203125,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-gdn_current-d4-w64-s3/result.json
joint,gdn_current,64,4,3,test,c32-k16,27.3744140625,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-gdn_current-d4-w64-s3/result.json
mqar,gdn,16,1,4,validation,macro,51.345625,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w16-d1-s4/result.json
mqar,gdn,16,1,4,validation,4,99.675,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w16-d1-s4/result.json
mqar,gdn,16,1,4,validation,8,95.6625,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w16-d1-s4/result.json
mqar,gdn,16,1,4,validation,16,52.21249999999999,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w16-d1-s4/result.json
mqar,gdn,16,1,4,validation,32,7.803125,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w16-d1-s4/result.json
mqar,gdn,16,1,4,validation,64,1.375,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w16-d1-s4/result.json
mqar,gdn,16,2,4,validation,macro,45.6565625,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w16-d2-s4/result.json
mqar,gdn,16,2,4,validation,4,98.02499999999999,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w16-d2-s4/result.json
mqar,gdn,16,2,4,validation,8,76.64999999999999,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w16-d2-s4/result.json
mqar,gdn,16,2,4,validation,16,34.2625,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w16-d2-s4/result.json
mqar,gdn,16,2,4,validation,32,16.368750000000002,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w16-d2-s4/result.json
mqar,gdn,16,2,4,validation,64,2.9765625,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w16-d2-s4/result.json
mqar,gdn,16,3,4,validation,macro,46.1275,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w16-d3-s4/result.json
mqar,gdn,16,3,4,validation,4,98.0,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w16-d3-s4/result.json
mqar,gdn,16,3,4,validation,8,83.78750000000001,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w16-d3-s4/result.json
mqar,gdn,16,3,4,validation,16,37.793749999999996,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w16-d3-s4/result.json
mqar,gdn,16,3,4,validation,32,9.328125,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w16-d3-s4/result.json
mqar,gdn,16,3,4,validation,64,1.7281250000000001,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w16-d3-s4/result.json
mqar,gdn,16,4,4,validation,macro,43.476875,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w16-d4-s4/result.json
mqar,gdn,16,4,4,validation,4,92.225,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w16-d4-s4/result.json
mqar,gdn,16,4,4,validation,8,77.8,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w16-d4-s4/result.json
mqar,gdn,16,4,4,validation,16,33.68125,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w16-d4-s4/result.json
mqar,gdn,16,4,4,validation,32,10.896875,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w16-d4-s4/result.json
mqar,gdn,16,4,4,validation,64,2.78125,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w16-d4-s4/result.json
mqar,gdn,16,0,4,validation,macro,52.751875000000005,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w16-loglinear-s4/result.json
mqar,gdn,16,0,4,validation,4,99.47500000000001,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w16-loglinear-s4/result.json
mqar,gdn,16,0,4,validation,8,94.3125,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w16-loglinear-s4/result.json
mqar,gdn,16,0,4,validation,16,56.7625,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w16-loglinear-s4/result.json
mqar,gdn,16,0,4,validation,32,11.121875000000001,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w16-loglinear-s4/result.json
mqar,gdn,16,0,4,validation,64,2.0875,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w16-loglinear-s4/result.json
mqar,gdn,32,1,4,validation,macro,58.6459375,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w32-d1-s4/result.json
mqar,gdn,32,1,4,validation,4,99.97500000000001,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w32-d1-s4/result.json
mqar,gdn,32,1,4,validation,8,98.3,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w32-d1-s4/result.json
mqar,gdn,32,1,4,validation,16,75.4,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w32-d1-s4/result.json
mqar,gdn,32,1,4,validation,32,16.740625,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w32-d1-s4/result.json
mqar,gdn,32,1,4,validation,64,2.8140625,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w32-d1-s4/result.json
mqar,gdn,32,2,4,validation,macro,66.9321875,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w32-d2-s4/result.json
mqar,gdn,32,2,4,validation,4,98.8,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w32-d2-s4/result.json
mqar,gdn,32,2,4,validation,8,96.4125,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w32-d2-s4/result.json
mqar,gdn,32,2,4,validation,16,78.50625,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w32-d2-s4/result.json
mqar,gdn,32,2,4,validation,32,45.778124999999996,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w32-d2-s4/result.json
mqar,gdn,32,2,4,validation,64,15.1640625,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w32-d2-s4/result.json
mqar,gdn,32,3,4,validation,macro,68.488125,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w32-d3-s4/result.json
mqar,gdn,32,3,4,validation,4,99.825,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w32-d3-s4/result.json
mqar,gdn,32,3,4,validation,8,97.15,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w32-d3-s4/result.json
mqar,gdn,32,3,4,validation,16,84.1625,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w32-d3-s4/result.json
mqar,gdn,32,3,4,validation,32,30.996875000000003,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w32-d3-s4/result.json
mqar,gdn,32,3,4,validation,64,30.306250000000002,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w32-d3-s4/result.json
mqar,gdn,32,4,4,validation,macro,87.7084375,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w32-d4-s4/result.json
mqar,gdn,32,4,4,validation,4,99.97500000000001,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w32-d4-s4/result.json
mqar,gdn,32,4,4,validation,8,99.425,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w32-d4-s4/result.json
mqar,gdn,32,4,4,validation,16,90.60625,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w32-d4-s4/result.json
mqar,gdn,32,4,4,validation,32,83.390625,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w32-d4-s4/result.json
mqar,gdn,32,4,4,validation,64,65.1453125,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w32-d4-s4/result.json
mqar,gdn,32,0,4,validation,macro,60.47,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w32-loglinear-s4/result.json
mqar,gdn,32,0,4,validation,4,99.95,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w32-loglinear-s4/result.json
mqar,gdn,32,0,4,validation,8,98.5125,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w32-loglinear-s4/result.json
mqar,gdn,32,0,4,validation,16,77.2,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w32-loglinear-s4/result.json
mqar,gdn,32,0,4,validation,32,22.515625,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w32-loglinear-s4/result.json
mqar,gdn,32,0,4,validation,64,4.171875,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w32-loglinear-s4/result.json
mqar,gdn,64,1,4,validation,macro,75.345,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w64-d1-s4/result.json
mqar,gdn,64,1,4,validation,4,100.0,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w64-d1-s4/result.json
mqar,gdn,64,1,4,validation,8,99.65,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w64-d1-s4/result.json
mqar,gdn,64,1,4,validation,16,95.68124999999999,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w64-d1-s4/result.json
mqar,gdn,64,1,4,validation,32,63.224999999999994,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w64-d1-s4/result.json
mqar,gdn,64,1,4,validation,64,18.16875,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w64-d1-s4/result.json
mqar,gdn,64,2,4,validation,macro,70.53125,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w64-d2-s4/result.json
mqar,gdn,64,2,4,validation,4,99.97500000000001,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w64-d2-s4/result.json
mqar,gdn,64,2,4,validation,8,99.65,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w64-d2-s4/result.json
mqar,gdn,64,2,4,validation,16,82.03125,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w64-d2-s4/result.json
mqar,gdn,64,2,4,validation,32,50.815625,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w64-d2-s4/result.json
mqar,gdn,64,2,4,validation,64,20.184375,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w64-d2-s4/result.json
mqar,gdn,64,3,4,validation,macro,92.72375000000001,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w64-d3-s4/result.json
mqar,gdn,64,3,4,validation,4,100.0,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w64-d3-s4/result.json
mqar,gdn,64,3,4,validation,8,99.97500000000001,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w64-d3-s4/result.json
mqar,gdn,64,3,4,validation,16,93.33125,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w64-d3-s4/result.json
mqar,gdn,64,3,4,validation,32,78.38125000000001,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w64-d3-s4/result.json
mqar,gdn,64,3,4,validation,64,91.93124999999999,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w64-d3-s4/result.json
mqar,gdn,64,4,4,validation,macro,73.24625,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w64-d4-s4/result.json
mqar,gdn,64,4,4,validation,4,99.85000000000001,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w64-d4-s4/result.json
mqar,gdn,64,4,4,validation,8,99.3375,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w64-d4-s4/result.json
mqar,gdn,64,4,4,validation,16,89.3625,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w64-d4-s4/result.json
mqar,gdn,64,4,4,validation,32,51.349999999999994,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w64-d4-s4/result.json
mqar,gdn,64,4,4,validation,64,26.33125,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w64-d4-s4/result.json
mqar,gdn,64,0,4,validation,macro,81.7125,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w64-loglinear-s4/result.json
mqar,gdn,64,0,4,validation,4,100.0,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w64-loglinear-s4/result.json
mqar,gdn,64,0,4,validation,8,99.85000000000001,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w64-loglinear-s4/result.json
mqar,gdn,64,0,4,validation,16,98.075,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w64-loglinear-s4/result.json
mqar,gdn,64,0,4,validation,32,79.1125,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w64-loglinear-s4/result.json
mqar,gdn,64,0,4,validation,64,31.525,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w64-loglinear-s4/result.json
mqar,mamba2,16,1,4,validation,macro,44.7421875,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w16-d1-s4/result.json
mqar,mamba2,16,1,4,validation,4,84.475,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w16-d1-s4/result.json
mqar,mamba2,16,1,4,validation,8,68.2,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w16-d1-s4/result.json
mqar,mamba2,16,1,4,validation,16,45.775,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w16-d1-s4/result.json
mqar,mamba2,16,1,4,validation,32,20.075000000000003,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w16-d1-s4/result.json
mqar,mamba2,16,1,4,validation,64,5.1859375,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w16-d1-s4/result.json
mqar,mamba2,16,2,4,validation,macro,46.1878125,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w16-d2-s4/result.json
mqar,mamba2,16,2,4,validation,4,84.6,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w16-d2-s4/result.json
mqar,mamba2,16,2,4,validation,8,69.5875,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w16-d2-s4/result.json
mqar,mamba2,16,2,4,validation,16,50.03125000000001,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w16-d2-s4/result.json
mqar,mamba2,16,2,4,validation,32,22.175,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w16-d2-s4/result.json
mqar,mamba2,16,2,4,validation,64,4.5453125,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w16-d2-s4/result.json
mqar,mamba2,16,3,4,validation,macro,64.94625,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w16-d3-s4/result.json
mqar,mamba2,16,3,4,validation,4,91.7,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w16-d3-s4/result.json
mqar,mamba2,16,3,4,validation,8,82.25,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w16-d3-s4/result.json
mqar,mamba2,16,3,4,validation,16,67.325,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w16-d3-s4/result.json
mqar,mamba2,16,3,4,validation,32,48.25625,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w16-d3-s4/result.json
mqar,mamba2,16,3,4,validation,64,35.199999999999996,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w16-d3-s4/result.json
mqar,mamba2,16,4,4,validation,macro,57.573125000000005,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w16-d4-s4/result.json
mqar,mamba2,16,4,4,validation,4,90.60000000000001,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w16-d4-s4/result.json
mqar,mamba2,16,4,4,validation,8,79.975,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w16-d4-s4/result.json
mqar,mamba2,16,4,4,validation,16,52.081250000000004,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w16-d4-s4/result.json
mqar,mamba2,16,4,4,validation,32,39.19375,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w16-d4-s4/result.json
mqar,mamba2,16,4,4,validation,64,26.015624999999996,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w16-d4-s4/result.json
mqar,mamba2,16,0,4,validation,macro,57.15375,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w16-loglinear-s4/result.json
mqar,mamba2,16,0,4,validation,4,91.425,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w16-loglinear-s4/result.json
mqar,mamba2,16,0,4,validation,8,79.71249999999999,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w16-loglinear-s4/result.json
mqar,mamba2,16,0,4,validation,16,61.78125,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w16-loglinear-s4/result.json
mqar,mamba2,16,0,4,validation,32,37.75625,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w16-loglinear-s4/result.json
mqar,mamba2,16,0,4,validation,64,15.09375,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w16-loglinear-s4/result.json
mqar,mamba2,32,1,4,validation,macro,79.4765625,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w32-d1-s4/result.json
mqar,mamba2,32,1,4,validation,4,98.9,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w32-d1-s4/result.json
mqar,mamba2,32,1,4,validation,8,98.1375,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w32-d1-s4/result.json
mqar,mamba2,32,1,4,validation,16,93.25,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w32-d1-s4/result.json
mqar,mamba2,32,1,4,validation,32,73.671875,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w32-d1-s4/result.json
mqar,mamba2,32,1,4,validation,64,33.4234375,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w32-d1-s4/result.json
mqar,mamba2,32,2,4,validation,macro,76.87937500000001,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w32-d2-s4/result.json
mqar,mamba2,32,2,4,validation,4,99.2,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w32-d2-s4/result.json
mqar,mamba2,32,2,4,validation,8,97.6875,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w32-d2-s4/result.json
mqar,mamba2,32,2,4,validation,16,93.72500000000001,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w32-d2-s4/result.json
mqar,mamba2,32,2,4,validation,32,37.571875,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w32-d2-s4/result.json
mqar,mamba2,32,2,4,validation,64,56.2125,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w32-d2-s4/result.json
mqar,mamba2,32,3,4,validation,macro,71.37531249999999,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w32-d3-s4/result.json
mqar,mamba2,32,3,4,validation,4,98.02499999999999,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w32-d3-s4/result.json
mqar,mamba2,32,3,4,validation,8,94.8125,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w32-d3-s4/result.json
mqar,mamba2,32,3,4,validation,16,82.65,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w32-d3-s4/result.json
mqar,mamba2,32,3,4,validation,32,48.259375,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w32-d3-s4/result.json
mqar,mamba2,32,3,4,validation,64,33.129687499999996,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w32-d3-s4/result.json
mqar,mamba2,32,4,4,validation,macro,84.28687500000001,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w32-d4-s4/result.json
mqar,mamba2,32,4,4,validation,4,98.475,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w32-d4-s4/result.json
mqar,mamba2,32,4,4,validation,8,96.5,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w32-d4-s4/result.json
mqar,mamba2,32,4,4,validation,16,89.19375000000001,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w32-d4-s4/result.json
mqar,mamba2,32,4,4,validation,32,72.615625,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w32-d4-s4/result.json
mqar,mamba2,32,4,4,validation,64,64.64999999999999,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w32-d4-s4/result.json
mqar,mamba2,32,0,4,validation,macro,64.5671875,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w32-loglinear-s4/result.json
mqar,mamba2,32,0,4,validation,4,96.72500000000001,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w32-loglinear-s4/result.json
mqar,mamba2,32,0,4,validation,8,91.3875,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w32-loglinear-s4/result.json
mqar,mamba2,32,0,4,validation,16,75.3,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w32-loglinear-s4/result.json
mqar,mamba2,32,0,4,validation,32,44.40625,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w32-loglinear-s4/result.json
mqar,mamba2,32,0,4,validation,64,15.0171875,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w32-loglinear-s4/result.json
mqar,mamba2,64,1,4,validation,macro,85.905625,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w64-d1-s4/result.json
mqar,mamba2,64,1,4,validation,4,99.65,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w64-d1-s4/result.json
mqar,mamba2,64,1,4,validation,8,98.9875,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w64-d1-s4/result.json
mqar,mamba2,64,1,4,validation,16,96.25625,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w64-d1-s4/result.json
mqar,mamba2,64,1,4,validation,32,84.44375,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w64-d1-s4/result.json
mqar,mamba2,64,1,4,validation,64,50.190625,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w64-d1-s4/result.json
mqar,mamba2,64,2,4,validation,macro,91.9659375,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w64-d2-s4/result.json
mqar,mamba2,64,2,4,validation,4,99.85000000000001,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w64-d2-s4/result.json
