arm,run,k,seed,step,loss,exact_support
Linear baselines (6 models),mkar_smat_d1_k3_plane_oracle_T1024_s1_sc3_id_fair2,3,1,12000,0.6617124080657959,0.0
Linear baselines (6 models),mkar_smat_d1_k3_plane_oracle_T1024_s1_sc3_id_fair2_mem1472,3,1,2000,0.6630136370658875,0.0
Linear baselines (6 models),mkar_smat_d1_k3_plane_oracle_T1024_s1_sc3_id_fair2_mem1472,3,1,4000,0.6612336039543152,0.0
Linear baselines (6 models),mkar_smat_d1_k3_plane_oracle_T1024_s1_sc3_id_fair2_mem1472,3,1,6000,0.6610954999923706,0.0
Linear baselines (6 models),mkar_smat_d1_k3_plane_oracle_T1024_s1_sc3_id_fair2_mem1472,3,1,8000,0.6620821952819824,0.0
Linear baselines (6 models),mkar_smat_d1_k3_plane_oracle_T1024_s1_sc3_id_fair2_mem1472,3,1,10000,0.6613684296607971,0.0
Linear baselines (6 models),mkar_smat_d1_k3_plane_oracle_T1024_s1_sc3_id_fair2_mem1472,3,1,12000,0.661712646484375,0.0
Linear baselines (6 models),mkar_smat_d1_k3_plane_oracle_T1024_s2_sc3_id_fair2,3,2,2000,0.6628293395042419,0.0
Linear baselines (6 models),mkar_smat_d1_k3_plane_oracle_T1024_s2_sc3_id_fair2,3,2,4000,0.661756157875061,0.0
Linear baselines (6 models),mkar_smat_d1_k3_plane_oracle_T1024_s2_sc3_id_fair2,3,2,6000,0.662136435508728,0.0
Linear baselines (6 models),mkar_smat_d1_k3_plane_oracle_T1024_s2_sc3_id_fair2,3,2,8000,0.6626042723655701,0.0
Linear baselines (6 models),mkar_smat_d1_k3_plane_oracle_T1024_s2_sc3_id_fair2,3,2,10000,0.6624118089675903,0.0
Linear baselines (6 models),mkar_smat_d1_k3_plane_oracle_T1024_s2_sc3_id_fair2,3,2,12000,0.6611579060554504,0.0
Linear baselines (6 models),mkar_smat_d1_k3_plane_oracle_T1024_s2_sc3_id_fair2_mem1472,3,2,2000,0.6628445386886597,0.0
Linear baselines (6 models),mkar_smat_d1_k3_plane_oracle_T1024_s2_sc3_id_fair2_mem1472,3,2,4000,0.6617627739906311,0.0
Linear baselines (6 models),mkar_smat_d1_k3_plane_oracle_T1024_s2_sc3_id_fair2_mem1472,3,2,6000,0.662141740322113,0.0
Linear baselines (6 models),mkar_smat_d1_k3_plane_oracle_T1024_s2_sc3_id_fair2_mem1472,3,2,8000,0.6626037359237671,0.0
Linear baselines (6 models),mkar_smat_d1_k3_plane_oracle_T1024_s2_sc3_id_fair2_mem1472,3,2,10000,0.6624135971069336,0.0
Linear baselines (6 models),mkar_smat_d1_k3_plane_oracle_T1024_s2_sc3_id_fair2_mem1472,3,2,12000,0.6611559391021729,0.0
SMat $d=4$ (rule-chosen directions),mkar_smat_d4_k3_plane_oracle_T1024_s0_sc3_id_fair2,3,0,2000,0.0057682022452354,0.98193359375
SMat $d=4$ (rule-chosen directions),mkar_smat_d4_k3_plane_oracle_T1024_s0_sc3_id_fair2,3,0,4000,0.0070698894560337,0.990234375
SMat $d=4$ (rule-chosen directions),mkar_smat_d4_k3_plane_oracle_T1024_s0_sc3_id_fair2,3,0,6000,0.0070057399570941,0.99560546875
SMat $d=4$ (rule-chosen directions),mkar_smat_d4_k3_plane_oracle_T1024_s0_sc3_id_fair2,3,0,8000,0.0057503534480929,0.9912109375
SMat $d=4$ (rule-chosen directions),mkar_smat_d4_k3_plane_oracle_T1024_s0_sc3_id_fair2,3,0,10000,0.0081895049661397,0.99072265625
SMat $d=4$ (rule-chosen directions),mkar_smat_d4_k3_plane_oracle_T1024_s0_sc3_id_fair2,3,0,12000,0.0030662065837532,0.98974609375
SMat $d=4$ (rule-chosen directions),mkar_smat_d4_k3_plane_oracle_T1024_s1_sc3_id_fair2,3,1,2000,0.0187855903059244,0.98193359375
SMat $d=4$ (rule-chosen directions),mkar_smat_d4_k3_plane_oracle_T1024_s1_sc3_id_fair2,3,1,4000,0.0054420325905084,0.98291015625
SMat $d=4$ (rule-chosen directions),mkar_smat_d4_k3_plane_oracle_T1024_s1_sc3_id_fair2,3,1,6000,0.005774101242423,0.98681640625
SMat $d=4$ (rule-chosen directions),mkar_smat_d4_k3_plane_oracle_T1024_s1_sc3_id_fair2,3,1,8000,0.0035090383607894,0.9912109375
SMat $d=4$ (rule-chosen directions),mkar_smat_d4_k3_plane_oracle_T1024_s1_sc3_id_fair2,3,1,10000,0.0017419620417058,0.99609375
SMat $d=4$ (rule-chosen directions),mkar_smat_d4_k3_plane_oracle_T1024_s1_sc3_id_fair2,3,1,12000,0.0133412694558501,0.990234375
SMat $d=4$ (rule-chosen directions),mkar_smat_d4_k3_plane_oracle_T1024_s2_sc3_id_fair2,3,2,2000,0.0085887368768453,0.9892578125
SMat $d=4$ (rule-chosen directions),mkar_smat_d4_k3_plane_oracle_T1024_s2_sc3_id_fair2,3,2,4000,0.0028957580216228,0.9892578125
SMat $d=4$ (rule-chosen directions),mkar_smat_d4_k3_plane_oracle_T1024_s2_sc3_id_fair2,3,2,6000,0.0089376075193285,0.9951171875
SMat $d=4$ (rule-chosen directions),mkar_smat_d4_k3_plane_oracle_T1024_s2_sc3_id_fair2,3,2,8000,0.0015248160343617,0.9921875
SMat $d=4$ (rule-chosen directions),mkar_smat_d4_k3_plane_oracle_T1024_s2_sc3_id_fair2,3,2,10000,0.0016972138546407,0.99267578125
SMat $d=4$ (rule-chosen directions),mkar_smat_d4_k3_plane_oracle_T1024_s2_sc3_id_fair2,3,2,12000,0.0021184764336794,0.98974609375
