step 17500  loss 1.4855  bpc 2.143  gn 1.80  19 ms/step
step 17550  loss 1.6081  bpc 2.320  gn 1.98  19 ms/step
step 17600  loss 1.4620  bpc 2.109  gn 2.06  19 ms/step
step 17650  loss 1.4945  bpc 2.156  gn 2.15  19 ms/step
step 17700  loss 1.5059  bpc 2.172  gn 2.45  19 ms/step
step 17750  loss 1.4565  bpc 2.101  gn 1.80  19 ms/step
step 17800  loss 1.5375  bpc 2.218  gn 1.89  19 ms/step
step 17850  loss 1.5427  bpc 2.226  gn 2.33  19 ms/step
step 17900  loss 1.5543  bpc 2.242  gn 2.32  19 ms/step
step 17950  loss 1.4387  bpc 2.076  gn 2.27  19 ms/step
step 18000  loss 1.5878  bpc 2.291  gn 2.02  19 ms/step
step 18050  loss 1.4885  bpc 2.148  gn 2.00  19 ms/step
step 18100  loss 1.3981  bpc 2.017  gn 1.89  19 ms/step
