arm,k,seed,steps,rows_mode,loss_final,loss_best,loss_q25,loss_q50,loss_q75,loss_tail_slope,nmse,nmse_answerable,nmse_unanswerable,exact_support_frac,leak_rel,leak_max,influence_mean,influence_max,influence_zero_frac,train_seconds,T,d,cols,source,ceiling_answerable,n_patterns
smat,6,1,1500,mask,0.2731834053993225,0.13126502931118011,0.23165854811668396,0.24772541224956512,0.2364175021648407,0.00027258502084370707,0.21277780830860138,0.02650180086493492,0.233385369181633,0.103515625,0.1325865089893341,0.7885497808456421,0.1670534759759903,1.7395308017730713,0.693359375,22.287311227992177,1024,1,513 403 156 131 171 6,witness+greedy,0.109375,7
smat,6,2,1500,mask,0.25472670793533325,0.1095404326915741,0.28330743312835693,0.22022566199302673,0.22430607676506042,0.00011739172846938169,0.22786448895931244,0.021162472665309906,0.2537590265274048,0.087890625,0.14138785004615784,0.839341938495636,0.19722908735275269,3.6912429332733154,0.6953125,21.72904702089727,1024,1,513 403 156 131 171 6,witness+greedy,0.109375,7
smat_content,6,0,1500,mask,0.24949505925178528,0.10001885890960693,0.2077527940273285,0.13679437339305878,0.1685023158788681,-0.0002725221978688206,0.18068933486938477,0.015446157194674015,0.2013901323080063,0.095703125,0.06077399104833603,0.7256582975387573,0.07275647670030594,1.2847968339920044,0.69140625,24.022595720365644,1024,1,513 403 156 131 171 6,witness+greedy,0.109375,7
smat_content,6,1,1500,mask,0.2191562056541443,0.09292217344045639,0.20707862079143524,0.2076704502105713,0.19349811971187592,0.0003967062048711561,0.17327895760536194,0.011179168708622456,0.19121190905570984,0.109375,0.046176936477422714,0.6317955851554871,0.051033973693847656,1.2389655113220215,0.693359375,24.120690098032355,1024,1,513 403 156 131 171 6,witness+greedy,0.109375,7
smat_content,6,2,1500,mask,0.21112045645713806,0.07833588123321533,0.266297310590744,0.18030714988708496,0.17839013040065765,0.00010953370407089175,0.18479818105697632,0.01076134480535984,0.2066005915403366,0.17578125,0.05615878105163574,0.7160597443580627,0.07175593823194504,1.4935956001281738,0.6953125,23.959358528256416,1024,1,513 403 156 131 171 6,witness+greedy,0.109375,7
softmax,6,0,1500,mask,0.3314529061317444,0.22090116143226624,0.3506729304790497,0.28632235527038574,0.3508155941963196,-0.00017725329961648068,0.33486270904541016,0.26370757818222046,0.3437767028808594,0.060546875,0.060054562985897064,0.9320590496063232,0.04506159946322441,1.412624478340149,0.859375,11.144610119983554,1024,0,513 403 156 131 171 6,witness+greedy,0.109375,7
softmax,6,1,1500,mask,0.3691280782222748,0.211930513381958,0.3292636275291443,0.3697412610054016,0.40155166387557983,0.00040602019184036065,0.3174525797367096,0.3055533766746521,0.31876900792121887,0.04296875,0.04182321950793266,0.912757396697998,0.030985571444034576,1.4406710863113403,0.86328125,10.885224837809801,1024,0,513 403 156 131 171 6,witness+greedy,0.109375,7
softmax,6,2,1500,mask,0.3617519736289978,0.21173904836177826,0.4383564889431,0.3090170621871948,0.32603466510772705,0.00011366385669107276,0.3453439474105835,0.2400296926498413,0.3585371673107147,0.0546875,0.06122611463069916,0.9399030804634094,0.05675539746880531,1.831512689590454,0.853515625,11.188013911247253,1024,0,513 403 156 131 171 6,witness+greedy,0.109375,7
softmax_content,6,0,1500,last,0.0009732658509165049,0.0007367080543190241,0.24716190993785858,0.00811300240457058,0.0013052569702267647,-8.97383580400265e-05,0.0012836435344070196,0.0030529589857906103,0.0010619931854307652,0.06640625,0.031025584787130356,0.07404419779777527,0.04227761924266815,0.15666687488555908,0.01953125,13.44149905256927,1024,0,513 403 156 131 171 6,witness+greedy,0.109375,7
softmax_content,6,1,1500,last,0.0180046446621418,0.008226491510868073,0.19891926646232605,0.05314368009567261,0.013831248506903648,-0.00011309259177031304,0.013288896530866623,0.016212796792387962,0.012965427711606026,0.01171875,0.09184761345386505,0.42024606466293335,0.12401871383190155,0.6113695502281189,0.005859375,13.065515082329512,1024,0,513 403 156 131 171 6,witness+greedy,0.109375,7
softmax_content,6,2,1500,last,0.013057518750429153,0.006883845664560795,0.3224135637283325,0.06048750877380371,0.015755794942378998,-0.0002823599381608994,0.013281730003654957,0.014418346807360649,0.013139341957867146,0.021484375,0.08813568949699402,0.4201502501964569,0.11546238511800766,0.6189529299736023,0.01171875,12.750333474949002,1024,0,513 403 156 131 171 6,witness+greedy,0.109375,7
smat,1,0,1500,mask,3.8881881891938974e-07,2.1388763116192422e-07,2.240848061774159e-06,1.8980797449330566e-06,9.752832283993484e-07,-0.0017093589581637474,1.5884726963122375e-05,1.5884726963122375e-05,nan,0.998046875,0.00016724324086681008,0.054247546941041946,0.0,0.0,1.0,25.69781119003892,1024,2,1,witness,1.0,2
smat,1,1,1500,mask,1.1584324965951964e-07,6.642272154522288e-08,1.2003391020698473e-05,7.810451279510744e-06,3.5439646239865397e-07,-0.0012244059381001813,5.349391358322464e-06,5.349391358322464e-06,nan,1.0,5.547623004531488e-05,0.007272354792803526,0.0,0.0,1.0,25.181889671832323,1024,2,1,witness,1.0,2
smat,1,2,1500,mask,1.5932749874991714e-07,1.0907734804277425e-07,5.045430225436576e-05,8.615248248133867e-07,5.9040678479505e-07,-0.003215933306905405,0.00013792753452435136,0.00013792753452435136,nan,1.0,4.057507794641424e-06,0.001330978819169104,0.0,0.0,1.0,26.069168081507087,1024,2,1,witness,1.0,2
