run,arm,d,n_pairs,n_queries,n_keys,step,train_loss,acc,nll,noise_share,ms_per_step,elapsed_s,d_model,heads,r,n_P,seed,state_per_head,params
mamba2_T64_p4_zoo_dm16_s0_lr0.00316,mamba2,,4,64,2048,500,7.910002708435059,0.00244140625,7.891922503709793,,54.22925567626953,27.264355897903442,16,1,64,0,0,1088,281830
mamba2_T64_p4_zoo_dm16_s0_lr0.00316,mamba2,,4,64,2048,1000,6.918154716491699,0.01513671875,6.930387362837791,,25.078827381134033,39.94202518463135,16,1,64,0,0,1088,281830
mamba2_T64_p4_zoo_dm16_s0_lr0.00316,mamba2,,4,64,2048,1500,1.3742525577545166,0.89990234375,1.3919194713234901,,25.082366943359375,52.62327718734741,16,1,64,0,0,1088,281830
mamba2_T64_p4_zoo_dm16_s0_lr0.00316,mamba2,,4,64,2048,2000,0.3459313213825226,0.96142578125,0.3311857972294092,,25.169225692749023,65.34688520431519,16,1,64,0,0,1088,281830
mamba2_T64_p4_zoo_dm16_s0_lr0.00316,mamba2,,4,64,2048,2500,0.1709916889667511,0.96435546875,0.20432751439511776,,25.16200828552246,78.06640148162842,16,1,64,0,0,1088,281830
mamba2_T64_p4_zoo_dm16_s0_lr0.00316,mamba2,,4,64,2048,3000,0.13870181143283844,0.9833984375,0.11316372593864799,,25.13042640686035,90.77071285247803,16,1,64,0,0,1088,281830
mamba2_T64_p4_zoo_dm16_s0_lr0.00316,mamba2,,4,64,2048,3500,0.09564836323261261,0.98779296875,0.1032850545598194,,25.15949296951294,103.48944997787476,16,1,64,0,0,1088,281830
mamba2_T64_p4_zoo_dm16_s0_lr0.00316,mamba2,,4,64,2048,4000,0.10568808019161224,0.98779296875,0.08877266192575917,,25.138948440551758,116.19937014579773,16,1,64,0,0,1088,281830
mamba2_T64_p4_zoo_dm16_s0_lr0.00316,mamba2,,4,64,2048,4500,0.07572311162948608,0.9912109375,0.07291236461605877,,25.40993642807007,129.04451203346252,16,1,64,0,0,1088,281830
smat_d1_T64_p4_zoo_signed_dm16_s0_decaymamba2_lr0.00316,smat,1,4,64,2048,500,7.688512802124023,0.00390625,7.674152508378029,0.345 0.416,32.03048133850098,16.306482553482056,16,1,128,0,0,2176,278180
smat_d1_T64_p4_zoo_signed_dm16_s0_decaymamba2_lr0.00316,smat,1,4,64,2048,1000,6.978093147277832,0.01171875,7.046866342425346,0.363 0.429,31.198887825012207,32.21373724937439,16,1,128,0,0,2176,278180
smat_d1_T64_p4_zoo_signed_dm16_s0_decaymamba2_lr0.00316,smat,1,4,64,2048,1500,6.945233345031738,0.01220703125,6.8689029067754745,0.332 0.375,31.446986198425293,48.15139555931091,16,1,128,0,0,2176,278180
smat_d1_T64_p4_zoo_signed_dm16_s0_decaymamba2_lr0.00316,smat,1,4,64,2048,2000,6.700761795043945,0.02001953125,6.746851846575737,0.359 0.388,31.101682662963867,64.0000410079956,16,1,128,0,0,2176,278180
smat_d1_T64_p4_zoo_signed_dm16_s0_decaymamba2_lr0.00316,smat,1,4,64,2048,2500,6.568037509918213,0.02294921875,6.610397100448608,0.318 0.343,30.851898193359375,79.72050356864929,16,1,128,0,0,2176,278180
smat_d1_T64_p4_zoo_signed_dm16_s0_decaymamba2_lr0.00316,smat,1,4,64,2048,3000,6.6034321784973145,0.02099609375,6.690143302083015,0.373 0.399,31.274176120758057,95.63231706619263,16,1,128,0,0,2176,278180
smat_d1_T64_p4_zoo_signed_dm16_s0_decaymamba2_lr0.00316,smat,1,4,64,2048,3500,6.6488518714904785,0.0166015625,6.643530562520027,0.365 0.388,31.22156000137329,111.45922517776489,16,1,128,0,0,2176,278180
smat_d1_T64_p4_zoo_signed_dm16_s0_decaymamba2_lr0.00316,smat,1,4,64,2048,4000,6.636749267578125,0.02197265625,6.625926166772842,0.337 0.355,31.120952129364014,127.23283839225769,16,1,128,0,0,2176,278180
smat_d1_T64_p4_zoo_signed_dm16_s0_decaymamba2_lr0.00316,smat,1,4,64,2048,4500,6.632164001464844,0.02734375,6.590869501233101,0.382 0.400,31.286709308624268,143.09635829925537,16,1,128,0,0,2176,278180
smat_d1_T64_p4_zoo_signed_dm16_s0_decaymamba2_lr0.00316,smat,1,4,64,2048,5000,6.573518753051758,0.021484375,6.6137508898973465,0.388 0.403,33.97628688812256,160.6466362476349,16,1,128,0,0,2176,278180
smat_d1_T64_p4_zoo_signed_dm16_s0_decaymamba2_lr0.00316,smat,1,4,64,2048,5500,6.551417350769043,0.021484375,6.647206619381905,0.414 0.426,31.43230819702148,176.5736002922058,16,1,128,0,0,2176,278180
smat_d1_T64_p4_zoo_signed_dm16_s0_decaymamba2_lr0.00316,smat,1,4,64,2048,6000,6.487154960632324,0.029296875,6.515727698802948,0.442 0.455,31.61050510406494,192.5881371498108,16,1,128,0,0,2176,278180
smat_d1_T64_p4_zoo_signed_dm16_s0_decaymamba2_lr0.00316,smat,1,4,64,2048,6500,6.493082046508789,0.02783203125,6.5100919753313065,0.362 0.372,31.46649074554443,208.53581166267395,16,1,128,0,0,2176,278180
smat_d1_T64_p4_zoo_signed_dm16_s0_decaymamba2_lr0.00316,smat,1,4,64,2048,7000,6.478217124938965,0.03369140625,6.423359230160713,0.398 0.406,31.21891450881958,224.35699367523193,16,1,128,0,0,2176,278180
smat_d1_T64_p4_zoo_signed_dm16_s0_decaymamba2_lr0.00316,smat,1,4,64,2048,7500,6.4872589111328125,0.03369140625,6.492994800209999,0.411 0.418,31.764169216156006,240.4549069404602,16,1,128,0,0,2176,278180
